"","x"
"bad_at_all",0.178152025507051
"liked_movie",0.00494577364696039
"blew_away",0.18564446419636
"isn't_for",0.161663187626113
"grade_b",0.332359719865664
"negative_comments",0.239429230189121
"not_disappointed",0.11315568333058
"back_enjoy",0.203364134953438
"every_time_watch",0.227996302032608
"wanting_more",0.192156934956385
"country's",0.0898282708584512
"bad_reviews",0.441504822464721
"just_enjoy",0.161381741491486
"little_slow",0.139049168987954
"entertains",0.0218010489017362
"spinal_tap",0.056128664487946
"7.5",0.165182896130239
"only_complaint",0.426533806070382
"still_this",0.167820227997222
"this_fun",0.0100059887524142
"email",0.0178083830867468
"marvellous",0.108606630785083
"not_typical",0.0751300865995917
"fine_film",0.0966008832837162
"lot_of_things",0.0938901596799158
"or_hate",0.209544014232888
"than_many",0.112101142999275
"get_copy",0.22163030508998
"penalty",0.0170562439514729
"this_very_good",0.229467009149788
"or_dvd",0.0617917041661108
"very_moving",0.0619436994722408
"about_time",0.0874307305756413
"deliciously",0.188834251609066
"anyone_interested",0.0663324825654119
"moves_along",0.117218024447569
"excellently",0.154297404516465
"won't_be_disappointed",0.145473993949981
"glad_did",0.0760285315237406
"must_for",0.27351195475474
"cerebral",0.0488536410616557
"than_expected",0.204973227892623
"absorbing",0.0604170320447367
"definitely_recommend",0.187790461445956
"little_movie",0.0151803203038933
"predictable_but",0.0492363706595077
"wider",0.20038622856286
"steals_show",0.10441785666514
"detract",0.0349716226889734
"ladder",0.193820100139538
"this_fine",0.153840688546686
"neatly",0.169420251470131
"watch_over",0.0600403123183257
"able_to_see",0.0441651569720476
"lot_about",0.0345183615045227
"fortunate",0.00605396832179115
"glued",0.08759817272573
"looks_at",0.212953080962692
"energetic",0.0196130982691345
"dirty_harry",0.0115410667403613
"favorite_movies",0.0211162702290517
"paramount",0.0098660748467427
"surprisingly_good",0.0232504410065185
"if_don't_like",0.586983541415454
"wrenching",0.0830007947338111
"thumbs_up",0.275200672007066
"just_great",0.0292596271222081
"only_problem",0.380743707326578
"hoot",0.0626912049208857
"9_out_of_10",0.403592372104473
"put_off",0.000712967763695186
"more_movies",0.0396661467807305
"joy_to",0.0212606153742902
"can_relate",0.0925725930450224
"jackass",0.0253961415167765
"polished",0.0566050333727012
"be_missed",0.268123905065153
"check_this",0.0509467834090167
"restored",0.0284220287931862
"complaints",0.0108353176074598
"simplicity",0.053382608815859
"bravo",0.130004733737449
"in_lives",0.184878987882716
"very_enjoyable",0.0519959661789578
"spot_on",0.142593114078937
"8_out_of",0.302763173363454
"sit_back",0.0798940621222796
"for_once",0.0939636533929141
"8_out",0.417674558641173
"story_told",0.0481229543949386
"look_forward",0.0518731614434499
"based_on_true_story",0.140914861371224
"every_day",0.031377349669835
"don't_miss",0.428526032447487
"cleverly",0.0357221349163295
"7_out_of",0.460499624504575
"understated",0.0437151209856014
"7_out",0.943624061123603
"careful",0.00764787174175253
"riveting",0.0848814783497864
"bad_thing",0.163098690994348
"disappoint",0.0546028836554296
"little_film",0.162493467345605
"can't_wait",0.322156902209166
"pleasantly_surprised",0.58864625566627
"just_right",0.203624305111759
"splendid",0.0449626254600111
"on_edge_of",0.173751702648887
"to_see_again",0.0386869451109439
"this_excellent",0.105592129003312
"too_seriously",0.0236596580058771
"fast_paced",0.209412076109826
"ideal",0.0941618857155166
"should_see",0.0936703634161933
"lot_of_fun",0.118368637338843
"draws",0.0143290855316776
"first_rate",0.445717718777827
"of_funniest",0.0357694410896137
"how_good",0.144931237545707
"highly_recommend_this",0.0265797589183944
"of_seat",0.303148950659914
"10_out_of_10",0.00307549946561713
"would_love_to",0.297613777634132
"one_of_better",0.134783830806975
"flawless",0.270917229320362
"fears",0.20436740916879
"pleased",0.11480437226353
"definite",0.0203879453425019
"first_saw_this",0.0252745553166799
"superbly",0.24518021357012
"cried",0.0645526254625041
"10_out",0.451704264201892
"holly",0.00688211039039051
"brazil",0.0508363724139582
"eerie",0.15252331133922
"this_short",0.00148394377294299
"without_being",0.0534371787079308
"definitely_worth",0.889425640300297
"identify",0.00658804688849257
"guilt",0.0378578363116526
"very_entertaining",0.22587152814609
"can_watch",0.051038387856804
"hooked",0.241353561711926
"unforgettable",0.392032583652745
"this_best",0.147682552872549
"bugs",0.0357928313111108
"troubled",0.0424492146739143
"consequences",0.118279126222045
"perfection",0.0143827927765549
"even_better",0.10190432846889
"marvelous",0.0646273262640006
"courage",0.162699726026475
"see_again",0.238361143544391
"power_of",0.145145793596894
"exceptional",0.207102454357741
"gripping",0.0967233957142686
"sinatra",0.00219353916211967
"again_again",0.0471665730240449
"fabulous",0.0565746687666664
"chilling",0.15538970006491
"carries",0.142520140569681
"packed",0.012610910969345
"much_better_than",0.202946676406423
"performances_by",0.0324321826827437
"thought_provoking",0.170537353192978
"raw",0.0632147431691236
"9_10",0.671159766473525
"succeeds",0.0459793638227509
"loved_this",0.497267440601616
"top_notch",0.421364517972984
"nonetheless",0.0235553943378049
"sensitive",0.134744066802326
"than_any",0.101116003452351
"no_other",0.109327026600288
"be_disappointed",0.0340326593230897
"urban",0.0719668890719627
"appreciated",0.197774240694175
"gritty",0.125897558216609
"refreshing",0.778163023013647
"would_recommend",0.0584007955601296
"touches",0.072481513164643
"favorites",0.0437763296286812
"mainstream",0.0208923661699476
"extraordinary",0.334097627232567
"liked_this",0.239611118289029
"enjoyed_this",0.437249295728605
"may_not_be",0.00532801826026944
"highly_recommended",0.442381821633251
"captures",0.315820079665937
"for_everyone",0.203492713239595
"satisfying",0.0942898374552293
"haunting",0.140499102999763
"recommend_to",0.0536814370219493
"7_10",1.73073653923649
"warm",0.100832427801563
"pleasant",0.160891925143924
"beginning_to",0.00106241769387017
"subtitles",0.193195840687097
"deals_with",0.00443967088534094
"in_black",0.0163909891772214
"8_10",0.933834416438047
"steals",0.0410926503860997
"surreal",0.0264830320498473
"well_written",0.12739181276905
"nevertheless",0.179293658110956
"work_in",0.00502601847806473
"traditional",0.0275683925566751
"great_job",0.126857401582498
"ages",0.0395478133176009
"underrated",0.259768813725144
"brilliantly",0.363273164504713
"delightful",0.357574636511253
"those_of",0.0246557789365676
"first_saw",0.330461459642129
"unexpected",0.260046075340219
"most_people",0.0105296847888547
"freedom",0.269722670149843
"identity",0.0250053907860317
"ultimate",0.0568522861853601
"spectacular",0.109190579755737
"well_worth",0.988981697097815
"worth_seeing",0.0134093351023808
"of_fun",0.108787060268465
"quiet",0.164468914807358
"finest",0.36677792240729
"10_10",0.772708500731569
"so_well",0.00714448815116217
"witty",0.0083739907425934
"magnificent",0.0246656171190295
"highly_recommend",0.562706393182768
"of_war",0.16035464347905
"for_first_time",0.0239782345891941
"vhs",0.0576023423758847
"remarkable",0.202197534774398
"friendship",0.103580284490525
"don't_want",0.0262535470896317
"unusual",0.044121600162595
"treat",0.200023517755327
"brutal",0.0255325890405234
"nicely",0.155755229229948
"wonderfully",0.57147099155154
"surprising",0.0424394098695682
"tears",0.14444068541535
"what_makes",0.356273878958042
"favourite",0.316891068763579
"apartment",0.0128491967614767
"pleasure",0.182837556789839
"moved",0.0954295021661989
"this_great",0.385462728008128
"tragic",0.0335963435780636
"good_film",0.0100886219601007
"provides",0.0117697133611504
"impact",0.0506264443012028
"start_to",0.0178532098991425
"as_good_as",0.0175409099382461
"intense",0.219438939270878
"as_much_as",0.0117213136872603
"gorgeous",0.0085038763651622
"delivers",0.023753501721969
"adds",0.0828765989374883
"funniest",0.468769380948661
"helps",0.0129684298113452
"information",0.00574960799694577
"impressed",0.193635944938613
"gem",0.529333852723964
"very_funny",0.341107762839581
"compelling",0.0781165530039322
"noir",0.271557042362863
"jean",0.0184792502278094
"dreams",0.0342103070705294
"fresh",0.0215071939420808
"really_good",0.0325434128103859
"performance_as",0.117827817366599
"world_of",0.00720636582369038
"fascinating",0.262909339981646
"stunning",0.17581259783316
"love_this",0.411800132404378
"outstanding",0.367844287349828
"bond",0.00984343121550495
"great_movie",0.0888724669774965
"touching",0.353607342697277
"thank",0.0415856298664282
"rare",0.298307563670874
"emotions",0.197397629938658
"knowing",0.034591494761733
"terrific",0.323158440165015
"innocent",0.132237957885866
"may_not",0.247610415014498
"charming",0.0101582965662724
"comedies",0.0131964512139787
"ride",0.0283166534556452
"frank",0.000131854034940849
"catch",0.00418868600270131
"complex",0.0843567659280907
"available",0.110678301630579
"to_all",0.103154895771209
"subtle",0.403083646602037
"beautifully",0.48873409327531
"must_see",0.820110871011616
"edge",0.094701172967247
"glad",0.0528819009085193
"journey",0.0685849504324484
"surprisingly",0.155868020166704
"twists",0.0762865456151054
"thanks",0.153043093415554
"to_help",0.0055248243072726
"much_as",0.0337427638339459
"genius",0.123726257517421
"80_s",0.0446689439216658
"solid",0.36607981778623
"well_done",0.13705410497033
"effective",0.146899731981856
"awesome",0.29262081614999
"recommended",0.232593095713722
"appreciate",0.0884406100040693
"portrayal",0.078532850975865
"follows",0.0406818813707785
"plenty_of",0.116168441199579
"sweet",0.199670199608637
"incredible",0.346620387084418
"at_same",0.0693406413315154
"pretty_good",0.0327407567087551
"in_way",0.0256462423321954
"unlike",0.193126207217174
"match",0.00504361900609245
"caught",0.0444677150878574
"for_those",0.0473651178473491
"back_in",0.04264692649546
"at_first",0.12353408044642
"deserves",0.143289051382738
"good_as",0.0701753305268132
"present",0.0284483626434239
"just_as",0.0904077876886308
"brings",0.0426969385256177
"plenty",0.000408883343032391
"powerful",0.276002601675327
"unique",0.257075624060621
"but_still",0.00949317408067389
"keeps",0.0533103952964782
"recommend_this",0.107724168849883
"perfectly",0.355141586879981
"masterpiece",0.291187226685251
"superb",0.585539199031047
"beauty",0.0939197298409742
"meets",0.00151368491187966
"society",0.0361421211417874
"memorable",0.0598959236060693
"season",0.0444892264449462
"at_time",0.0661658345823101
"first_time",0.219714179970335
"atmosphere",0.116894654730549
"9",0.0435467978251936
"believable",0.168654299246356
"film_in",0.0442529015904717
"8",0.452924090293459
"greatest",0.129780059559355
"oscar",0.0322029464743347
"fantastic",0.411110856148043
"realistic",0.248793185057238
"7",0.323703636377702
"tale",0.0408283320161125
"on_dvd",0.296249158184359
"ways",0.0850437427621994
"easy",0.111762667093397
"surprised",0.237708193124922
"release",0.0886079818815136
"very_well",0.226385850622658
"enjoyable",0.39983082400662
"all_in",0.0270985011498548
"future",0.00704211957449568
"comic",0.00179628948783377
"tells",0.0699845871510362
"moving",0.152423271662989
"of_what",0.0488086426764933
"at_times",0.0394297518899531
"episodes",0.0639096397458751
"jack",0.0246545301788284
"one_of_best",0.184164421197711
"attention",0.0370431638187219
"saw_this",0.0930128344168809
"light",0.0292546961153741
"relationship",0.0356382024328609
"today",0.393593801942864
"even_though",0.0192713992166462
"reality",0.0260412131720024
"simple",0.194991359256357
"story_of",0.112720941555182
"hilarious",0.445979486761776
"chance",0.100053937932672
"strong",0.214869300924904
"better_than",0.0528429688658589
"experience",0.0875970634990437
"of_best",0.436708051068147
"highly",0.207963593010838
"of_most",0.113350437140932
"city",0.0432941809145494
"sometimes",0.100814597617176
"very_good",0.164390534837987
"favorite",0.473183551602298
"brilliant",0.414024322587271
"enjoyed",0.3022119191675
"at_end",0.0152148916296046
"works",0.0983899693996439
"able_to",0.000428516211255202
"amazing",0.499302368624268
"heart",0.130003736300664
"fine",0.00132908389875841
"lives",0.0537183381033731
"loved",0.342522627782908
"entertaining",0.243819370265421
"liked",0.149319296865208
"gives",0.119512409378368
"definitely",0.228276529299685
"often",0.0366766210143762
"perfect",0.469695868152225
"episode",0.0516254145164561
"others",0.00594134706311054
"small",0.00677163016416166
"human",0.143688983561736
"wonderful",0.507730239765961
"keep",0.0294665999182317
"recommend",0.0892492724811145
"truly",0.0179985727330277
"performances",0.112555860594211
"classic",0.15413917279721
"enjoy",0.156766457939871
"nice",0.0418363524479187
"death",0.0356128656795493
"excellent",0.673109848093651
"beautiful",0.192142226351214
"takes",0.0331202171101858
"later",0.0579048051415143
"of_course",0.0232658095959626
"war",0.0186622125497166
"together",0.0267625940907618
"job",0.108336148627499
"true",0.106800970386551
"different",0.126348575866546
"shows",0.109986939593745
"dvd",0.0611644846143387
"especially",0.194140925556607
"although",0.0338051898184734
"played",0.0132074515609563
"day",0.00338191077626505
"each",0.0700687812619595
"fun",0.249176056985262
"performance",0.0109899837410369
"last",0.0184591076332807
"family",0.0145456084674625
"feel",0.00642187739101336
"bit",0.10355874331205
"always",0.10577281855891
"saw",0.00250522255941631
"times",0.0205932718372317
"music",0.0371734195965219
"series",0.0596863619499428
"may",0.0574127375966221
"own",0.112285949193122
"both",0.137378631112558
"world",0.0903544531927161
"quite",0.0329950336025402
"again",0.0054755284160505
"lot",0.0166838944243756
"new",0.0137375254759668
"find",0.0166249941343281
"makes",0.131561113256337
"years",0.0814872386466459
"still",0.163441231133553
"best",0.258433480506003
"life",0.112238840654365
"love",0.135224659342172
"seen",0.0692759039033841
"many",0.00225662115787432
"think",0.0333674467505767
"one_of",0.0531713468049208
"most",0.0479144493837439
"also",0.0809309393050684
"will",0.0740681712715787
"great",0.388243041134934
"well",0.102907297509225
"can",0.0229076044673671
"see",0.0556930174450927
"time",0.0131180509451579
"very",0.0591648504014415
"more",0.0131763810410979
"good",0.0498583930459099
"it's",0.036332666597935
"who",0.0126527369008176
