"id"	"prob"
598	0.794959604740143
12048	0.00256682629697025
40908	0.831600189208984
33283	0.992583870887756
40600	1.25379031601369e-08
19805	0.00177858024835587
20784	0.957340061664581
19048	0.0730178281664848
37061	0.992746770381927
3983	1.07427600148924e-09
10403	1.46619368024403e-06
28874	0.9793581366539
11099	0.999515414237976
12940	0.998246669769287
41437	0.00787744484841824
3554	0.833325028419495
22356	0.156738594174385
23521	8.40303293614397e-09
19043	0.952450931072235
30978	0.986415982246399
39297	0.971960008144379
39470	0.937342703342438
22235	0.649694979190826
35270	0.992285847663879
6693	0.918274462223053
5657	0.308421015739441
32121	0.978168547153473
20400	0.0738439634442329
17806	0.692879140377045
22512	0.669624984264374
28606	0.784108757972717
48490	2.12980012292974e-05
1403	0.986084699630737
17124	0.000818112457636744
27901	0.0358432196080685
20999	0.987574994564056
35827	0.0751125738024712
26701	0.0310088377445936
48095	0.0400585345923901
12253	0.512208104133606
11177	0.0259064584970474
7686	0.0372234582901001
36491	0.000808465294539928
27051	0.0339833535254002
3700	0.994575381278992
32648	0.9403195977211
16627	0.999994516372681
14605	0.000495859363581985
11235	0.980719208717346
6006	0.0953172221779823
44976	0.0410905033349991
23594	0.00177244213409722
24771	2.67372106463881e-05
34332	0.954538583755493
19847	0.990492641925812
37046	0.00269915768876672
3358	0.872967123985291
47112	0.00560756539925933
4522	0.368175387382507
37803	0.869853973388672
41939	0.9057377576828
3882	0.998466014862061
25287	0.000171965613844804
46006	0.996002972126007
36394	0.808230936527252
19123	0.964897453784943
37707	0.0010332454694435
18962	0.00430755689740181
34016	0.99216616153717
33850	1.09105667434051e-05
12106	0.0941772535443306
30158	0.014080305583775
11406	0.999935626983643
36719	0.996321678161621
6521	0.997310757637024
37565	0.526510059833527
9404	0.999979615211487
31922	0.167566180229187
26954	0.0124682048335671
42225	0.967269718647003
26929	0.976359128952026
22202	0.651158809661865
480	0.0302919130772352
15022	0.99389523267746
13299	0.883907437324524
44668	1.18217330964399e-05
