"","x"
"4_10",-1.66975011793272
"4_out_of_10",-1.30493830809791
"3_10",-1.23806517048512
"waste",-1.20741646434771
"3_out_of_10",-1.20649611094279
"1_2_from",-1.16104537144591
"worst",-1.0423891229862
"not_recommend",-0.996541688086449
"grade_d",-0.952269113314269
"2_10",-0.901485054584791
"awful",-0.887109659356933
"wanted_to_like",-0.82102390775355
"not_worth",-0.820400358504664
"poorly",-0.789723888614148
"disappointment",-0.770731477917552
"skip_this",-0.698531410984345
"laughable",-0.672888300637111
"miscast",-0.653891149487988
"redeeming",-0.648777382272104
"had_high",-0.642978696296286
"not_funny",-0.638554318494171
"forgettable",-0.63051048866905
"fails",-0.628640572071134
"2_out_of_10",-0.625314721175724
"dull",-0.617924732485417
"below_average",-0.607489578830093
"very_disappointed",-0.604615807193471
"terrible",-0.599247897390852
"boring",-0.596375362445109
"disappointing",-0.589850328654383
"not_good",-0.573537958903154
"wasted",-0.568228682655249
"1_out",-0.555596996289407
"dreadful",-0.548621073261708
"lame",-0.542110505057787
"unfunny",-0.537784566062414
"tedious",-0.536249839460128
"mst3k",-0.530211260163099
"worse",-0.520380714210183
"mediocre",-0.518560355277405
"mildly",-0.516539589356933
"pointless",-0.513635282124268
"pathetic",-0.51014893137839
"lost_interest",-0.50868705774319
"horrible",-0.496870847383858
"poor",-0.496232458988197
"stinker",-0.495891827685782
"mystery_science",-0.493287903446528
"1_10",-0.479669222201788
"annoying",-0.478316236172594
"wasting",-0.476135786715315
"give_4",-0.469483547463593
"amateurish",-0.4651686754725
"avoid_this",-0.460584834672381
"mess",-0.459986599440131
"uninteresting",-0.453712029792072
"ridiculous",-0.452435060291577
"lousy",-0.443909905715048
"only_saving",-0.439097506133123
"if_must",-0.438433090076273
"just_isn't",-0.43822008451567
"fast_forward",-0.437543911850053
"wooden",-0.436860813181877
"on_plus_side",-0.434392630470883
"bland",-0.428808055531328
"that's_about",-0.423181231817787
"only_good",-0.423014420754355
"lacks",-0.422656993438146
"uninspired",-0.413946465327434
"tiresome",-0.41357353568531
"bad",-0.408987175517298
"avoid",-0.405661069551884
"trite",-0.402455193175047
