"id"	"prob"
40625	0.944765013093926
14191	0.148005080281772
5011	0.15744848717664
23277	0.785187455853363
29766	0.00274960918900049
10295	0.00705148212282824
36354	0.402974646800403
4688	0.603892951166033
15064	0.996959482184831
40064	0.704989447081742
9192	0.568291235422551
921	0.0401162555380248
36266	0.736321702816443
4194	0.954287363196325
317	0.474983143253951
39884	0.990023350419401
14543	0.0752039758689642
10821	0.662369074197641
38628	0.726683342223322
22374	0.26707393962322
15099	0.0558361528301591
30860	0.0100687588602862
18803	0.0485205778491005
35304	0.965960376554894
46052	0.896360919651663
39320	0.705520145348994
36190	0.776341968933489
18383	0.404472276620651
3204	0.99895404539892
5981	0.296583796001733
44840	0.709136779880234
1850	0.795766282698703
5794	0.458238463097568
3721	0.820835706461437
18702	0.880699141214568
41183	0.0421517575663101
14851	0.755228361839055
8309	0.830429188499185
2547	0.0193395856286996
40386	0.727471658277748
40796	0.888734103752349
11416	0.737329176279937
38327	0.673835934162238
39298	0.244378206064234
7332	0.0443874241468361
13010	0.30603246064304
10096	0.0572527946263616
821	0.989041857840004
27033	0.956212822335431
43034	0.0267310576778485
1979	0.77568559944066
40027	0.625966583711681
32043	0.0976298128547142
19579	0.838041776251234
19023	0.0535538203673761
3520	0.801738577936416
33984	0.0659666539237168
27925	0.894871853803495
14180	0.942692222127296
44388	0.198783362315047
27448	0.896675705478467
31313	0.770777980673809
33015	0.00152881670264295
16918	0.120334077821613
32555	0.467518104349612
41118	0.0276816601960051
38497	0.941103132645831
15765	0.328517856445267
16117	0.952809565290608
12853	0.938579232663434
49945	0.848721145625831
40692	0.000646454312612848
45627	0.988652204794104
15587	0.253277364618178
2587	0.290087115880062
46670	0.00699510591026627
25141	0.720304880922616
48381	0.924261362676741
37403	0.0667105501170442
48933	0.98252087252234
38037	0.0128908603656346
38847	0.126577021638183
17374	0.390320045009118
12330	0.788466771987454
46193	0.654688085622813
30011	0.671336868880679
3872	0.288681450872224
44803	0.36945459094079
49156	0.818987319232747
49197	0.790599477646984
16584	0.0221298728150801
15409	0.971348731647111
28493	0.610401193690946
8074	0.102426166054762
13228	0.0591326045677298
18906	0.576144467552518
38719	0.627324251537331
20570	0.924241057272228
14311	0.283213871803873
36777	0.983123580016275
43208	0.327756012034712
15510	0.999887985760372
27778	0.940242089265234
20452	0.997918638511834
7789	0.664379811040035
44199	0.0743213708280505
20987	0.119774766587881
11165	0.929933427866373
18633	0.104330547506887
28051	0.97143253512777
49668	0.0410854191089691
49046	0.461855145137693
29022	0.9962215563804
11029	0.982908092178568
1567	0.283449627397725
45385	0.913054963224629
5759	0.787985385482954
47843	0.962322336564688
33768	0.275170991192963
39373	0.249732861527885
30957	0.921639026179102
9105	0.000986369702293061
18148	0.773349728086096
18479	0.746277553185243
20095	0.747705246156037
2963	0.696466782450609
30783	0.138364492777059
2690	0.914099522674176
34501	0.0432922392389202
21048	0.553051839373896
35976	0.0107305450823032
42624	0.852439914444674
4611	0.000252532997625725
26068	0.575741858137346
49122	0.65767781654451
608	0.414441529840056
14574	0.848464387776874
47297	0.790109506698113
14477	0.664581544698265
2749	0.988256411736636
37426	0.0390282491377244
46001	0.00425687374905801
5872	0.004595709312172
45825	0.120701983773926
23160	0.764670575425683
35116	0.958062682943506
39212	0.866480373924873
23426	0.0745862441815961
29502	0.900640093303718
4601	0.0147662214289686
3037	0.760654578277828
34344	0.419715655682361
40221	0.175928291532942
7249	0.00103859954166064
21071	0.0489597876376787
31893	0.710556694610177
49109	0.0262015187954424
39295	0.0645525960375932
37477	0.0328364465232089
37851	0.629301588889378
3281	0.605221566760304
7501	0.0741811484293711
37811	0.230669066150811
17990	0.939750850932931
31462	0.989486667164444
7395	0.896233766292533
41805	0.0249879027263806
22067	0.158849314444255
17652	0.753074602104696
33813	0.562644064757017
25729	0.93456786661639
49449	0.889742165543058
5168	0.00302164840417233
47555	0.687846198183695
41581	0.175263580293951
1751	0.840059061323332
24823	0.793679662320023
35076	0.0408506302175576
23934	0.36593435925312
42286	0.940972670019755
38908	0.347864718366638
46736	0.906004117422376
49894	0.0237089356864087
43417	0.721253565533442
27874	0.657167256901695
35115	0.0294881867049734
41034	0.199760277852601
49871	0.450021337033429
16264	0.617127084080636
11007	0.149195776038834
36886	0.145998094940965
33909	0.929905568902945
23092	0.177170631541689
47573	0.218929491586693
44278	0.00687607933201658
31829	0.0174565348122056
5706	0.0853618302351502
28733	0.400926489562494
2272	0.990436126543305
33993	0.991792823129746
10579	0.0587529980358345
22371	0.685100815099704
24215	0.159452194968832
39089	0.927370188801057
8700	0.137788481093467
22766	0.0513788847762268
14800	0.74492108918336
23846	0.315701305997557
16472	0.769660361757673
18773	0.880600220600339
35208	0.00313017161667116
37720	0.0334775813158541
6532	0.194380970220473
445	0.0773763332880305
34462	0.118251105227911
49176	0.00227806133075282
8549	0.09098525026806
23670	0.0668041341223087
26419	0.907481780048445
13872	0.495767554962235
29351	0.956702379567678
13652	0.0114205484899906
16087	0.0299245475399291
49124	0.885308253727927
22665	0.0280775790604179
40558	0.609230984546502
36392	0.00434743342878344
16648	0.997970970160631
13240	0.43555091911603
43160	0.927827060080416
26151	0.106398905052012
27657	0.0595043417946338
19734	0.982139689220838
7801	0.117093050007964
41590	0.795811075967375
16115	0.0197827383157256
18001	0.570922593438205
4691	0.996610817160063
25943	0.0117660851632427
10129	0.704627753192192
17075	0.00302847077980444
9746	0.125508695139137
37357	0.803181768921226
46790	0.708267696780103
31916	0.0152535033136958
45496	0.135409601994385
32000	0.0653751988192903
5822	0.321076112974341
1654	0.0615586952848052
6502	0.634516340858402
9977	0.723929918925412
42101	0.757262972496702
37812	0.0473327504458576
18282	0.235220197459591
7646	0.753114361587548
36828	0.0985630624401591
48286	0.782448499162518
23483	0.138932421253359
4604	0.186230150268203
9899	0.0807759543454323
18930	0.562073469439376
4702	0.193906168609557
23547	0.330394226144665
45161	0.436452968330288
44877	0.17110498979515
2185	0.963636278997023
4398	0.719266058181652
7343	0.566246010094598
45419	0.324853801863123
2367	0.684501725709931
10217	0.943089845885822
25596	0.569767849301506
28521	0.0625793312348796
9230	0.964806209842032
27916	0.839023391644565
35184	0.515043748846582
38386	0.455983304873672
17414	0.905187485584866
39168	0.999605549483662
39753	0.0387274697062105
28212	0.781088444845561
39698	0.827731647985648
15666	0.532586258944037
20470	0.88804570262825
48447	0.00250930931370549
15508	0.882123802733413
19498	0.00392501179827617
26187	0.0420513990371281
