"","x"
"great",0.381307950016714
"excellent",0.674154739981489
"wonderful",0.519088104165524
"best",0.269784178385379
"of_best",0.479707516373912
"one_of_best",0.245191227966236
"love",0.127406875063519
"perfect",0.506716399363907
"loved",0.374488352585825
"amazing",0.551473388286129
"beautiful",0.191000729756546
"superb",0.622580589952168
"well",0.105783575894806
"favorite",0.519246459719395
"brilliant",0.466504568123694
"highly",0.180852407025263
"life",0.109691891381004
"must_see",0.855095035566814
"also",0.0872920703437107
"fantastic",0.48219289617736
"very",0.0584503949482848
"beautifully",0.499615410749898
"one_of",0.0478447812761873
"both",0.150514902186728
"today",0.451984835156386
"always",0.123355082873385
"very_well",0.245782938328539
"performance",0.00302973975579442
"enjoyed",0.319564404446775
"performances",0.112669231626276
"well_worth",1.19716737436684
"highly_recommend",0.626688492223761
"years",0.087183559224605
"this_great",0.515533220876535
"8_10",1.26133321703901
"touching",0.40830994909203
"10_10",0.986687610307784
"wonderfully",0.683262178974171
"outstanding",0.399379915126747
"world",0.0903475614027631
"perfectly",0.434547461865109
"highly_recommended",0.565683963127055
"strong",0.243505458470272
"7_10",2.26442915326734
"powerful",0.31498646113057
"8",0.522956379220517
"definitely",0.280270612343173
"terrific",0.39538446680751
"classic",0.197683188441104
"unique",0.289182271797256
"love_this",0.53706154931189
"story_of",0.126132666498398
"especially",0.229517418697948
"still",0.187469709773414
"gem",0.632490505188491
"7",0.338220045001773
"own",0.127837981138696
"heart",0.128615323431865
"job",0.143527235834137
"true",0.130232671915341
"masterpiece",0.340664873181152
"9_10",0.910526918753583
"subtle",0.486861593282736
"recommended",0.328982623710469
"different",0.144475580747628
"great_movie",0.181829656411586
"very_good",0.302656669124969
"loved_this",0.64941011063719
"gives",0.147652599147908
"delightful",0.451532920752632
"great_job",0.308277388087828
"great_film",0.0497928921741674
"underrated",0.40187120989522
"brilliantly",0.456242426414459
"each",0.0811492677781653
"greatest",0.171016174679948
"stunning",0.241367388046879
"on_dvd",0.337218902504058
"performance_as",0.161323010755146
"incredible",0.422948508642135
"enjoyable",0.473916886050519
"well_done",0.196106734883964
"captures",0.437861778585489
"hilarious",0.571199615795382
"works",0.141984427813295
"will",0.0881894546691042
"war",0.00647620103945363
"finest",0.462280317082433
"fun",0.307019429145628
"shows",0.140236662527486
"memorable",0.105362947907671
"oscar",0.0701269468788618
"moving",0.170267665661508
"highly_recommend_this",0.21887194798699
"family",0.0189028648973953
"definitely_worth",1.1534407024703
"lives",0.0394845851578614
"magnificent",0.0652762414420844
"solid",0.468614720023765
"beauty",0.137152122501391
"friendship",0.161107020272583
"refreshing",1.00848965952203
"first_saw",0.415901537061756
"sweet",0.244123051510589
"simple",0.249520637902951
"journey",0.0979084451539193
"realistic",0.332076882091041
"well_written",0.208042985348678
"may_not",0.233295198535762
"many",0.0159185029163341
"rare",0.400856131443926
"emotions",0.23664848567879
"top_notch",0.494188855054871
"remarkable",0.293216423188541
"enjoy",0.210548116443473
"first_time",0.280676354577662
"complex",0.148077210402818
"recommend",0.145244893129963
"extraordinary",0.4008365349628
"fascinating",0.343631181634372
"music",0.0652386254196834
"awesome",0.394930241765394
"this_excellent",0.323598611873341
"one_of_most",0.0443111990182651
"perfection",0.132063622307897
"played",0.0265386407498186
"plays",0.00258019512693859
"portrayal",0.146513525340516
"of_most",0.127738267827568
"tale",0.0700692908615846
"human",0.162430817412135
"unforgettable",0.549702772101281
"7_out_of",0.414197952360497
"7_out",1.47714587462841
"notch",0.00289448969353376
"fine",0.0309442921808117
"enjoyed_this",0.579762691391735
"favourite",0.453786527368127
"see_for",0.0562523647647125
"dvd",0.0899117053296324
"charming",0.0614187933496536
"at_same",0.126812025536631
"so_well",0.0545421312877234
"intense",0.282550011404111
"flawless",0.418316205592551
"brings",0.0777289639065574
"superbly",0.356736806086353
"experience",0.125875273362602
"8_out",1.07033612460743
"romantic",0.0222031731764461
"series",0.0786211368977666
"what_makes",0.504317239426361
"favorites",0.151272136394884
"breathtaking",0.0135697748920773
"poignant",0.0086633375933363
"it's_great",0.0446412732930595
"love_this_movie",0.0138344633770914
"8_out_of",0.00898669238312643
"gorgeous",0.0799021416584415
"10_out",0.724142988736952
"movie_great",0.194964116933724
"relationship",0.0707660322912949
"very_funny",0.504387233477154
"helps",0.0528954787023495
"most",0.0697158536746404
"10_out_of_10",0.0322876532651269
"first_saw_this",0.069183835870691
"for_first_time",0.11971014334359
"although",0.0678365273562302
"funniest",0.587801587358215
"good_as",0.111744305310502
"9",0.069454895593508
"very_different",0.0746816470268635
"excellent_film",0.196955692048573
"at_time",0.112232832378548
"timeless",0.122830989746655
"marvelous",0.127948382636279
"makes",0.170003565962305
"pleasantly_surprised",0.794068656781703
"later",0.0891102120331443
"atmosphere",0.196267906819362
"unexpected",0.352096114175427
"don't_miss",0.663102819025436
"edge",0.138242878989098
"unlike",0.2609240035561
"effective",0.184250575539998
"liked",0.250966043490439
"first_rate",0.658948513439171
"exceptional",0.359466960740216
"wonderful_film",0.204762392736397
"may",0.0878693600643027
"delight",0.0912959456522881
"see_again",0.201649045278257
"very_entertaining",0.381657060782208
"feelings",0.00559689208635098
"noir",0.38604785848816
"haunting",0.254400841556366
"new",0.0236857393292491
"city",0.0571386271370654
"to_see_again",0.22124917191733
"gripping",0.16047884566085
"who",0.0130431921631308
"provides",0.0679741016292892
"meets",0.0239545474665355
"of_seat",0.416794454430354
"quite",0.0581915502930988
"for_everyone",0.361599842183199
"understated",0.143977691779518
"recommend_this",0.192355084816712
"freedom",0.391507379460618
"tragic",0.0613636470075787
"perfect_as",0.137353401327532
"impressed",0.286010507594357
"appreciated",0.321520881452894
"of_war",0.264870580075803
"natural",0.00503862993741569
"nicely",0.249917492181811
"may_not_be",0.133613681414904
"really_enjoyed",0.069005773174383
"treat",0.322752559891419
"available",0.184557335004691
"society",0.04826559758677
"adds",0.12727786592585
"fabulous",0.169985174035361
"tears",0.208190182867247
"episodes",0.119800320533273
"can't_wait",0.552073705381184
"just_right",0.330055656814353
"often",0.0676676832926165
"best_film",0.125582079923274
"believable",0.26564059537234
"crafted",0.0285713680741812
"9_out_of_10",0.608515219991708
"acting_great",0.171347817213255
"gritty",0.228527923452932
"great_acting",0.037541058486765
"ways",0.128072459524742
"very_enjoyable",0.234433530598888
"world_of",0.104349608085538
"entertaining",0.311925383234859
"just_great",0.380853765487238
"this_one_of",0.0490449323796746
"score",0.0144034116765875
"of_fun",0.157849416096817
"compelling",0.174643087176308
"genius",0.211191871844375
"of_funniest",0.134651384726846
"be_missed",0.387787294359337
"unusual",0.113333355558235
"today's",0.0181148387400355
"thanks",0.254481344352739
"easy",0.17538890367969
"this_best",0.36445777886769
"tells",0.127705294773458
"ages",0.13140097063026
"others",0.0199518387849055
"as_good",0.0682144200994645
"sadness",0.0370368158862642
"favorite_movies",0.32970288212745
"recently",0.0317437864894548
"saw_this",0.151421282659334
"of_human",0.0645920491890606
"nevertheless",0.299845422243852
"fresh",0.0867760402800791
"vhs",0.143560494410164
"become",0.0300537642612037
"performances_by",0.152998602421091
"beautiful_film",0.0839793106894549
"surprised",0.323661374125572
"happiness",0.0698553520141631
"deeply",0.0192628242592759
"for_those",0.0938014321406385
"warm",0.228085284234239
"sensitive",0.258733689098539
"nature",0.00754188066015677
"to_all",0.198297468975404
"not_perfect",0.114256079183882
"surprisingly",0.291143504247214
"delivers",0.132955751832462
"appreciate",0.184086981576065
"adds_to",0.0227049853110665
"keeps",0.108634753720439
"those_who",0.0261873316707565
"best_movie",0.036052620431607
"late",0.01793829471159
"ever",0.00604252789839133
"heartbreaking",0.108146656362551
"at_first",0.185887874967363
"truly",0.0443943386828473
"sometimes",0.152806305932967
"spectacular",0.249338421522353
"important",0.00204093844545303
"brought",0.0342779551878496
"day",0.0223577903544853
"jean",0.0448972678513984
"chilling",0.32301320500273
"splendid",0.195793755637465
"this_very",0.0351030869659503
"quiet",0.247186636144927
"touches",0.179652189679161
"viewing",0.00151889435743063
"masterful",0.0682534210587549
"growing_up",0.0278634739488685
"that_will",0.00470626692216259
"times",0.0429907484948056
"holds",0.0176653403037486
"excellently",0.521481279369177
"riveting",0.185475326123794
"thoroughly_enjoyed",0.129181144954025
"not_be",0.00754258126493382
"shows_how",0.0424165142381252
"happy",0.0301643658584781
"overlooked",0.121403673240351
"season",0.0802841792550144
"tremendous",0.0505525880829023
"satisfying",0.222102117657243
"sense_of",0.0571086506720121
"hooked",0.370189834242456
"would_love_to",0.508981501897923
"easy_to",0.0217392690283496
"recommend_to",0.169382952782251
"very_moving",0.459973724226958
"released",0.000435393270237385
"can_relate",0.370082144068202
"see",0.088010240239796
"lot_of_fun",0.317417898424348
"joy_to",0.273706043097106
